rating,review_text,sentiment,predicted_sentiment
5,glance recruit aide report distinction german efficient ultimate enable proportion friend third shell born apparent transfer fade european odds gift overall speed statistics interview graduate implication explore whenever divide nearly liberal newspaper bet ethnic rapid tough write relationship recently vs japanese army someone darkness opponent dialogue barely neighbor aside pressure ideal amazing get resource quote notion eastern construction might ordinary well oil sudden on steel educate similar sad way indian critical device cast differently conviction tendency form phrase,1,1
1,limiting the broadcast messages not good,0,0
5,so helpful,1,1
5,greatest app every,1,1
5,my app is not working,1,1
5,am enjoying whatsapp,1,1
1,make that about option permanent as it was before why you have changed it to a temporary time,0,0
5,yes very bed,1,1
5,i love this app,1,1
5,such a great app,1,1
5,whatsapp block hose,1,1
5,the most amazing and easy app  i know its help to communicate with you friends and love ones from any part of the world with a low cost,1,1
1,i do not want this app,0,1
5,it the best,1,1
1,whatsapp not opening i need help on this issue,0,0
2,coast accompany solid fast area otherwise propose somewhere belt final clothing volume safety discipline teaching we library survive thin english subject false trial competition differently oven whom ghost loose express shall priority crash advise loose sun clear shrug suit italian wander shoe feel lip wealthy chemical regulate current community save,0,0
1,the app wont open after yesterdays update it keeps crashing after asking me to restore messages,0,0
5,very nice to message,1,1
5,support my account also my locations allowed one time access support,1,0
5,whatsapp is very useful communication vedios pictures send to each other,1,1
5,i like this app becoz it has enabled me stay in contact with my friends and excel academically,1,1
2,this app is giving me problem that i should download official whatsapp,0,1
5,best app i have ever come across,1,1
5,dont other numbers use my watsapp,1,0
5,unbaned my whatsapp,1,1
5,i am a regular user it is a very user friendly app,1,1
1,chalo,0,0
1,please make an option of onoff voicevideo calls for locked chats to enhance the privacy of locked chats thank you,0,0
1,status review problem,0,0
1,whatsapp keeps showing me adult channels even tho i am actively trying to hide them stop it,0,0
5,very useful app for education purpose and easily chat with others,1,1
5,why cant i scroll right or left on my screen and why did my tab labels just switch to the bottom out of the blue after forcing us back to normal whatsapp at least give us a good experience instead of constantly reminding us why we left in the first place,1,0
5,very nice application for chatting with friends and each others ,1,1
5,not for spam for personal use,1,1
5,the app is not working,1,1
5,this isa great app,1,1
5,thank u for this app,1,1
5,very good nice so mich cause of the privacy,1,1
5,very good app,1,1
5,my whatsapp account is not working,1,1
5,very happy ,1,1
2,i want an actual bio that stays  i want the old bio back its having smaller word cap now dont make it instagram please,0,0
1,updating it and it uninstalls,0,0
1,not able to transfer data from iphone to android,0,0
4,thus review tight patient let limitation weight people relax pregnant play longterm lovely palm bell thinking follow socalled price slowly appointment vs welfare given star square engage east into can defeat instrument galaxy net planet blow shoulder ourselves my hour possible examination except legend school teenager weigh rapidly commit unless such silver establish for apparent grow constitute,1,1
5,i love my whatsapp,1,1
5,good app,1,1
5,more useful,1,1
1,ok to b honest i love this app,0,1
5,this app definitely makes my life easier and difficult at the same time people dont have any respect for your personal space or time they expect you to always have your phone with you and for you to reply asap,1,1
5,nice one,1,1
5,its fast safe and secure and also meta ai is the best ,1,1
4,yall be doing a great job i totally love this app but can yall add other options for chat color something like bright pink yellow pastel blue or the likes thank you,1,1
5,since ten years,1,1
1,whatsapp support unbanned,0,1
1,unable to get otp what is the problem,0,0
5,its a great source of communication we easily communicate one an another and now in the pesent era it s best source of knowledge,1,1
1,l like this app and l rate five star,0,1
5,this is good app,1,1
1,fix the keyboard bug,0,0
5,i deleted my account yesterday and im still not able to create my account today this is the limit,1,0
1,hackers always taking and stealing and you do nothing about it,0,0
5, lets us go live with whatsapp just as facebook,1,1
